 734: T2_WOOD                                                          : Birch Logs
7905: T4_2H_IRONCLADEDSTAFF@4                                          : Adept's Iron-clad Staff
7906: T5_2H_IRONCLADEDSTAFF                                            : Expert's Iron-clad Staff
7907: T5_2H_IRONCLADEDSTAFF@1                                          : Expert's Iron-clad Staff
7908: T5_2H_IRONCLADEDSTAFF@2                                          : Expert's Iron-clad Staff
7909: T5_2H_IRONCLADEDSTAFF@3                                          : Expert's Iron-clad Staff
7910: T5_2H_IRONCLADEDSTAFF@4                                          : Expert's Iron-clad Staff
7911: T6_2H_IRONCLADEDSTAFF                                            : Master's Iron-clad Staff
7912: T6_2H_IRONCLADEDSTAFF@1                                          : Master's Iron-clad Staff
7913: T6_2H_IRONCLADEDSTAFF@2                                          : Master's Iron-clad Staff
7914: T6_2H_IRONCLADEDSTAFF@3                                          : Master's Iron-clad Staff
7915: T6_2H_IRONCLADEDSTAFF@4                                          : Master's Iron-clad Staff
7916: T7_2H_IRONCLADEDSTAFF                                            : Grandmaster's Iron-clad Staff
7917: T7_2H_IRONCLADEDSTAFF@1                                          : Grandmaster's Iron-clad Staff
7918: T7_2H_IRONCLADEDSTAFF@2                                          : Grandmaster's Iron-clad Staff
7919: T7_2H_IRONCLADEDSTAFF@3                                          : Grandmaster's Iron-clad Staff
7920: T7_2H_IRONCLADEDSTAFF@4                                          : Grandmaster's Iron-clad Staff
7921: T8_2H_IRONCLADEDSTAFF                                            : Elder's Iron-clad Staff
7922: T8_2H_IRONCLADEDSTAFF@1                                          : Elder's Iron-clad Staff
7923: T8_2H_IRONCLADEDSTAFF@2                                          : Elder's Iron-clad Staff
7924: T8_2H_IRONCLADEDSTAFF@3                                          : Elder's Iron-clad Staff
7925: T8_2H_IRONCLADEDSTAFF@4                                          : Elder's Iron-clad Staff
7926: T4_2H_DOUBLEBLADEDSTAFF                                          : Adept's Double Bladed Staff
7927: T4_2H_DOUBLEBLADEDSTAFF@1                                        : Adept's Double Bladed Staff
7928: T4_2H_DOUBLEBLADEDSTAFF@2                                        : Adept's Double Bladed Staff
7929: T4_2H_DOUBLEBLADEDSTAFF@3                                        : Adept's Double Bladed Staff
7930: T4_2H_DOUBLEBLADEDSTAFF@4                                        : Adept's Double Bladed Staff
7931: T5_2H_DOUBLEBLADEDSTAFF                                          : Expert's Double Bladed Staff
7932: T5_2H_DOUBLEBLADEDSTAFF@1                                        : Expert's Double Bladed Staff
7933: T5_2H_DOUBLEBLADEDSTAFF@2                                        : Expert's Double Bladed Staff
7934: T5_2H_DOUBLEBLADEDSTAFF@3                                        : Expert's Double Bladed Staff
7935: T5_2H_DOUBLEBLADEDSTAFF@4                                        : Expert's Double Bladed Staff
7936: T6_2H_DOUBLEBLADEDSTAFF                                          : Master's Double Bladed Staff
7937: T6_2H_DOUBLEBLADEDSTAFF@1                                        : Master's Double Bladed Staff
7938: T6_2H_DOUBLEBLADEDSTAFF@2                                        : Master's Double Bladed Staff
7939: T6_2H_DOUBLEBLADEDSTAFF@3                                        : Master's Double Bladed Staff
7940: T6_2H_DOUBLEBLADEDSTAFF@4                                        : Master's Double Bladed Staff
7941: T7_2H_DOUBLEBLADEDSTAFF                                          : Grandmaster's Double Bladed Staff
7942: T7_2H_DOUBLEBLADEDSTAFF@1                                        : Grandmaster's Double Bladed Staff
7943: T7_2H_DOUBLEBLADEDSTAFF@2                                        : Grandmaster's Double Bladed Staff
7944: T7_2H_DOUBLEBLADEDSTAFF@3                                        : Grandmaster's Double Bladed Staff
7945: T7_2H_DOUBLEBLADEDSTAFF@4                                        : Grandmaster's Double Bladed Staff
7946: T8_2H_DOUBLEBLADEDSTAFF                                          : Elder's Double Bladed Staff
7947: T8_2H_DOUBLEBLADEDSTAFF@1                                        : Elder's Double Bladed Staff
7948: T8_2H_DOUBLEBLADEDSTAFF@2                                        : Elder's Double Bladed Staff
7949: T8_2H_DOUBLEBLADEDSTAFF@3                                        : Elder's Double Bladed Staff
7950: T8_2H_DOUBLEBLADEDSTAFF@4                                        : Elder's Double Bladed Staff
7951: T4_2H_COMBATSTAFF_MORGANA                                        : Adept's Black Monk Stave
7952: T4_2H_COMBATSTAFF_MORGANA@1                                      : Adept's Black Monk Stave
7953: T4_2H_COMBATSTAFF_MORGANA@2                                      : Adept's Black Monk Stave
7954: T4_2H_COMBATSTAFF_MORGANA@3                                      : Adept's Black Monk Stave
7955: T4_2H_COMBATSTAFF_MORGANA@4                                      : Adept's Black Monk Stave
7956: T5_2H_COMBATSTAFF_MORGANA                                        : Expert's Black Monk Stave
7957: T5_2H_COMBATSTAFF_MORGANA@1                                      : Expert's Black Monk Stave
7958: T5_2H_COMBATSTAFF_MORGANA@2                                      : Expert's Black Monk Stave
7959: T5_2H_COMBATSTAFF_MORGANA@3                                      : Expert's Black Monk Stave
7960: T5_2H_COMBATSTAFF_MORGANA@4                                      : Expert's Black Monk Stave
7961: T6_2H_COMBATSTAFF_MORGANA                                        : Master's Black Monk Stave
7962: T6_2H_COMBATSTAFF_MORGANA@1                                      : Master's Black Monk Stave
7963: T6_2H_COMBATSTAFF_MORGANA@2                                      : Master's Black Monk Stave
7964: T6_2H_COMBATSTAFF_MORGANA@3                                      : Master's Black Monk Stave
7965: T6_2H_COMBATSTAFF_MORGANA@4                                      : Master's Black Monk Stave
7966: T7_2H_COMBATSTAFF_MORGANA                                        : Grandmaster's Black Monk Stave
7967: T7_2H_COMBATSTAFF_MORGANA@1                                      : Grandmaster's Black Monk Stave
7968: T7_2H_COMBATSTAFF_MORGANA@2                                      : Grandmaster's Black Monk Stave
7969: T7_2H_COMBATSTAFF_MORGANA@3                                      : Grandmaster's Black Monk Stave
7970: T7_2H_COMBATSTAFF_MORGANA@4                                      : Grandmaster's Black Monk Stave
7971: T8_2H_COMBATSTAFF_MORGANA                                        : Elder's Black Monk Stave
7972: T8_2H_COMBATSTAFF_MORGANA@1                                      : Elder's Black Monk Stave
7973: T8_2H_COMBATSTAFF_MORGANA@2                                      : Elder's Black Monk Stave
7974: T8_2H_COMBATSTAFF_MORGANA@3                                      : Elder's Black Monk Stave
7975: T8_2H_COMBATSTAFF_MORGANA@4                                      : Elder's Black Monk Stave
7976: T4_2H_TWINSCYTHE_HELL                                            : Adept's Soulscythe
7977: T4_2H_TWINSCYTHE_HELL@1                                          : Adept's Soulscythe
7978: T4_2H_TWINSCYTHE_HELL@2                                          : Adept's Soulscythe
7979: T4_2H_TWINSCYTHE_HELL@3                                          : Adept's Soulscythe
7980: T4_2H_TWINSCYTHE_HELL@4                                          : Adept's Soulscythe
7981: T5_2H_TWINSCYTHE_HELL                                            : Expert's Soulscythe
7982: T5_2H_TWINSCYTHE_HELL@1                                          : Expert's Soulscythe
7983: T5_2H_TWINSCYTHE_HELL@2                                          : Expert's Soulscythe
7984: T5_2H_TWINSCYTHE_HELL@3                                          : Expert's Soulscythe
7985: T5_2H_TWINSCYTHE_HELL@4                                          : Expert's Soulscythe
7986: T6_2H_TWINSCYTHE_HELL                                            : Master's Soulscythe
7987: T6_2H_TWINSCYTHE_HELL@1                                          : Master's Soulscythe
